epoch,accuracy,val_accuracy,loss,val_loss,version
1,0.04545454680919647,0.045480769127607346,3.2750444412231445,3.2155604362487793,13
2,0.10717975348234177,0.3741346299648285,2.9704675674438477,2.1656012535095215,13
3,0.28486570715904236,0.5756731033325195,2.1746864318847656,1.3105921745300293,13
4,0.45945248007774353,0.7556730508804321,1.5548609495162964,0.8518140316009521,13
5,0.6009814143180847,0.8092307448387146,1.128870964050293,0.5649253129959106,13
6,0.6448863744735718,0.8237500190734863,1.0077167749404907,0.47923189401626587,13
7,0.7174586653709412,0.8583653569221497,0.7468840479850769,0.3989298641681671,13
8,0.7381198406219482,0.864230751991272,0.717079222202301,0.40758585929870605,13
9,0.7791838645935059,0.8953846096992493,0.6154719591140747,0.30163639783859253,13
10,0.8122417330741882,0.8962500095367432,0.5315896272659302,0.2749200463294983,13
11,0.8186983466148376,0.9073076844215393,0.49614277482032776,0.26317042112350464,13
12,0.8424586653709412,0.9299038648605347,0.47215890884399414,0.22222460806369781,13
13,0.86337810754776,0.899134635925293,0.40864822268486023,0.28024816513061523,13
14,0.8752582669258118,0.9409615397453308,0.37551599740982056,0.1647321879863739,13
15,0.8871384263038635,0.9441345930099487,0.3314603865146637,0.16712966561317444,13
16,0.8876549601554871,0.9186538457870483,0.3504670560359955,0.21166743338108063,13
17,0.8985020518302917,0.9311538338661194,0.31501951813697815,0.19904522597789764,13
18,0.8941115736961365,0.9171153903007507,0.31414374709129333,0.20763014256954193,13
19,0.9214876294136047,0.9539422988891602,0.247079536318779,0.12666308879852295,13
20,0.9271694421768188,0.9508653879165649,0.2149033099412918,0.13241498172283173,13
21,0.9331095218658447,0.9549038410186768,0.2257349193096161,0.12972363829612732,13
22,0.9372417330741882,0.9499038457870483,0.21546362340450287,0.14049173891544342,13
23,0.9344007968902588,0.9464423060417175,0.20975512266159058,0.14768829941749573,13
24,0.942148745059967,0.9396153688430786,0.17575760185718536,0.16085724532604218,13
25,0.9493801593780518,0.9538461565971375,0.17558066546916962,0.12883952260017395,13
26,0.9509297609329224,0.9642307758331299,0.1502687782049179,0.09483379125595093,13
27,0.9473140239715576,0.9684615135192871,0.1695960909128189,0.08489122241735458,13
28,0.9522210955619812,0.9709615111351013,0.14858576655387878,0.0829278752207756,13
29,0.96074378490448,0.9668269157409668,0.13299226760864258,0.08925443887710571,13
30,0.9555785059928894,0.9702884554862976,0.14921677112579346,0.08732369542121887,13
31,0.95712810754776,0.9569230675697327,0.1272590309381485,0.12926247715950012,13
32,0.9653925895690918,0.9603846073150635,0.1188620775938034,0.10934538394212723,13
33,0.9573863744735718,0.9679807424545288,0.13545075058937073,0.086016446352005,13
34,0.9666838645935059,0.9666346311569214,0.11694388836622238,0.0910830944776535,13
35,0.9669421315193176,0.9696153998374939,0.11609306186437607,0.08530181646347046,13
