epoch,accuracy,val_accuracy,loss,val_loss,version
1,0.06689049303531647,0.11567308008670807,3.2218422889709473,2.7846367359161377,10
2,0.22908057272434235,0.6242307424545288,2.3980891704559326,1.2951313257217407,10
3,0.5142045617103577,0.8172115087509155,1.4012244939804077,0.603656530380249,10
4,0.6637396812438965,0.7777884602546692,0.9669725298881531,0.5654840469360352,10
5,0.7559400796890259,0.875,0.6823565363883972,0.3678370416164398,10
6,0.8119834661483765,0.9124038219451904,0.5427204370498657,0.25203943252563477,10
7,0.8295454382896423,0.9182692170143127,0.4778369963169098,0.22285862267017365,10
8,0.8682851195335388,0.9441345930099487,0.39576712250709534,0.17333877086639404,10
9,0.879648745059967,0.9236538410186768,0.3615921139717102,0.19574058055877686,10
10,0.8904958963394165,0.9354807734489441,0.34421753883361816,0.17516636848449707,10
11,0.9065082669258118,0.9424038529396057,0.27876734733581543,0.15901543200016022,10
12,0.9266529083251953,0.9475961327552795,0.22968348860740662,0.14270742237567902,10
13,0.9416322112083435,0.9451923370361328,0.1872466653585434,0.15287141501903534,10
14,0.9465392827987671,0.9623076915740967,0.16898348927497864,0.11485272645950317,10
15,0.94912189245224,0.9549999833106995,0.14677177369594574,0.12668772041797638,10
16,0.9509297609329224,0.9660577178001404,0.15710826218128204,0.09835901856422424,10
17,0.9509297609329224,0.9683653712272644,0.15473788976669312,0.10425235331058502,10
18,0.9470557570457458,0.9593269228935242,0.1587812304496765,0.11718229204416275,10
19,0.9604855179786682,0.9591346383094788,0.13438057899475098,0.1302710473537445,10
20,0.9480888247489929,0.9685577154159546,0.15857496857643127,0.09912998229265213,10
21,0.952479362487793,0.9618269205093384,0.14980286359786987,0.10981499403715134,10
22,0.9550619721412659,0.9624038338661194,0.15168443322181702,0.10225420445203781,10
23,0.9615185856819153,0.9599038362503052,0.11420615762472153,0.12042631953954697,10
24,0.9728822112083435,0.9717307686805725,0.09353026002645493,0.0772525742650032,10
25,0.9713326692581177,0.9730769395828247,0.08534856885671616,0.0756639912724495,10
26,0.9741735458374023,0.9629807472229004,0.08335285633802414,0.11015244573354721,10
27,0.9754648804664612,0.9733653664588928,0.0879557654261589,0.07130033522844315,10
28,0.9741735458374023,0.9722115397453308,0.07865878939628601,0.08122293651103973,10
29,0.973398745059967,0.9739422798156738,0.09586326777935028,0.07511485368013382,10
30,0.9710744023323059,0.9763461351394653,0.09691070020198822,0.0703611671924591,10
31,0.9728822112083435,0.9641346335411072,0.08882533758878708,0.10502132773399353,10
32,0.9710744023323059,0.9655769467353821,0.09551670402288437,0.10171683877706528,10
33,0.9695248007774353,0.9750961661338806,0.0909925028681755,0.06814048439264297,10
34,0.9808884263038635,0.9720192551612854,0.05826824530959129,0.07775544375181198,10
35,0.97675621509552,0.9755769371986389,0.08306872844696045,0.06779362261295319,10
36,0.9824380278587341,0.9714422821998596,0.060371894389390945,0.08384088426828384,10
37,0.9891529083251953,0.9728845953941345,0.045682311058044434,0.07896694540977478,10
