epoch,accuracy,val_accuracy,loss,val_loss,version
1,0.20919421315193176,0.6734615564346313,2.7813165187835693,1.3104310035705566,4_resnet
2,0.55888432264328,0.9059615135192871,1.383338451385498,0.44687119126319885,4_resnet
3,0.7370867729187012,0.9383653998374939,0.8195324540138245,0.24643290042877197,4_resnet
4,0.8163739442825317,0.9526923298835754,0.5458312034606934,0.17302702367305756,4_resnet
5,0.85175621509552,0.9533653855323792,0.4340374767780304,0.15106530487537384,4_resnet
6,0.8892045617103577,0.9424999952316284,0.34024688601493835,0.15786084532737732,4_resnet
7,0.8904958963394165,0.9656730890274048,0.3286459743976593,0.11924324929714203,4_resnet
8,0.9044421315193176,0.9650961756706238,0.2999640703201294,0.10049984604120255,4_resnet
9,0.9284607172012329,0.9816346168518066,0.23112721741199493,0.05524466931819916,4_resnet
10,0.9235537052154541,0.9630769491195679,0.23407112061977386,0.09745518118143082,4_resnet
11,0.9395661354064941,0.9775961637496948,0.18939563632011414,0.06681211292743683,4_resnet
12,0.9403409361839294,0.9769230484962463,0.17785368859767914,0.07025796920061111,4_resnet
13,0.9568698406219482,0.9783653616905212,0.13267426192760468,0.05581339821219444,4_resnet
14,0.9625516533851624,0.9911538362503052,0.11783620715141296,0.028703266754746437,4_resnet
15,0.9643595218658447,0.9910576939582825,0.1183914765715599,0.029933245852589607,4_resnet
16,0.9661673307418823,0.9912499785423279,0.11139486730098724,0.029445862397551537,4_resnet
17,0.9630681872367859,0.9878846406936646,0.11811913549900055,0.033810947090387344,4_resnet
18,0.9710744023323059,0.9914423227310181,0.08873054385185242,0.025427278131246567,4_resnet
19,0.9790805578231812,0.9894230961799622,0.06984718143939972,0.029698260128498077,4_resnet
20,0.9762396812438965,0.9896153807640076,0.07639651000499725,0.028675537556409836,4_resnet
21,0.9741735458374023,0.9862499833106995,0.07286097854375839,0.0362745076417923,4_resnet
22,0.9847623705863953,0.9917307496070862,0.056498538702726364,0.022874055430293083,4_resnet
23,0.9795970916748047,0.9876922965049744,0.06361757963895798,0.03244272992014885,4_resnet
24,0.9824380278587341,0.9919230937957764,0.053362637758255005,0.021961629390716553,4_resnet
25,0.9839876294136047,0.9917307496070862,0.05884262174367905,0.02083936333656311,4_resnet
26,0.9811466932296753,0.9921153783798218,0.05836781486868858,0.02083323337137699,4_resnet
27,0.9788222908973694,0.9929807782173157,0.07069439440965652,0.02196856588125229,4_resnet
28,0.98037189245224,0.9885576963424683,0.06203722208738327,0.029521938413381577,4_resnet
29,0.9798553586006165,0.9918269515037537,0.060698460787534714,0.02358475886285305,4_resnet
30,0.9806301593780518,0.9917307496070862,0.061429787427186966,0.02318657375872135,4_resnet
31,0.9857954382896423,0.9907692074775696,0.05064467713236809,0.02357640117406845,4_resnet
32,0.9855371713638306,0.9871153831481934,0.045708779245615005,0.033486030995845795,4_resnet
33,0.9873450398445129,0.9921153783798218,0.04410335421562195,0.02221113257110119,4_resnet
34,0.9868285059928894,0.9915384650230408,0.049729615449905396,0.0227524284273386,4_resnet
